skills,education,years_experience,past_job_titles,certifications,required_skills,job_title,job_level,industry,skill_match_score,hired,performance_score
"Docker, Kubernetes",PhD,5.8,Business Analyst,Microsoft Certified,"C++, NLP",Full Stack Developer,Director,Education,0.0,0,0.0
"Computer Vision, Kubernetes, Project Management",Master's,10.8,"Backend Developer, Frontend Developer, Business Analyst",Google Cloud,"R, AWS, Computer Vision, Machine Learning",Project Manager,Senior,Education,0.25,1,6.9
R,Bachelor's,1.6,"Project Manager, Business Analyst",Google Cloud,"Azure, JavaScript",Software Engineer,Senior,Government,0.0,0,0.0
"Computer Vision, Statistics",Associate's,4.9,"UX Designer, QA Engineer, Data Scientist",Microsoft Certified,"Tableau, Statistics, Kubernetes",Machine Learning Engineer,Senior,Tech,0.3333333333333333,1,6.7
Docker,Bachelor's,10.2,"Backend Developer, QA Engineer, DevOps Engineer",Google Cloud,"AWS, C++, R, Python",Project Manager,Director,Manufacturing,0.0,1,6.6
"Data Analysis, Power BI, Machine Learning",Associate's,14.0,"Software Engineer, Backend Developer",Scrum Master,Tableau,Cloud Architect,Manager,Retail,0.0,1,6.4
NLP,Master's,9.2,Cloud Architect,PMP,"Project Management, SQL",Cloud Architect,Junior,Energy,0.0,0,0.0
"Statistics, Data Analysis, Computer Vision, Cloud Computing, Project Management",PhD,5.5,"Product Manager, Data Engineer",Google Cloud,"AWS, Statistics",Frontend Developer,Director,Retail,0.5,1,6.5
"Computer Vision, Tableau, R, Excel",Bachelor's,4.7,Data Engineer,None,Azure,Software Engineer,Manager,Consulting,0.0,0,0.0
"Azure, Kubernetes, C++",Associate's,5.9,"Frontend Developer, Product Manager, DevOps Engineer",None,"Kubernetes, Tableau",UX Designer,Senior,Energy,0.5,1,7.4
GCP,PhD,9.8,"Business Analyst, Project Manager",CISSP,"Kubernetes, Docker",Software Engineer,Manager,Healthcare,0.0,1,5.2
"Project Management, AWS, DevOps, Cloud Computing",Master's,4.9,"Software Engineer, QA Engineer",None,"Tableau, Java, GCP, R",Software Engineer,Lead,Education,0.0,0,0.0
"NLP, Statistics, R, SQL, Java",Bachelor's,7.0,"Data Scientist, Business Analyst, Product Manager",None,"Power BI, Data Analysis",Full Stack Developer,Lead,Tech,0.0,0,0.0
"DevOps, Python",High School,11.4,"Software Engineer, UX Designer",CISSP,"Computer Vision, DevOps, Python, Machine Learning",Machine Learning Engineer,Manager,Energy,0.5,1,8.3
"R, NLP, Cloud Computing, AWS, Machine Learning",PhD,3.6,"Full Stack Developer, Backend Developer",AWS Certified,"Python, SQL, NLP, Kubernetes",Frontend Developer,Junior,Tech,0.25,0,0.0
"C++, Machine Learning, SQL, Computer Vision, Kubernetes",Bachelor's,10.7,"Data Engineer, Software Engineer",AWS Certified,Docker,Business Analyst,Mid,Energy,0.0,0,0.0
"R, Statistics, NLP",Associate's,11.4,Cloud Architect,Cisco Certified,"Power BI, Java, JavaScript",UX Designer,Senior,Healthcare,0.0,0,0.0
"Machine Learning, Deep Learning, Computer Vision",High School,13.0,"Full Stack Developer, Backend Developer",CompTIA,"JavaScript, Power BI",Cloud Architect,Mid,Finance,0.0,0,0.0
"Computer Vision, DevOps, GCP, Java",PhD,0.4,Data Engineer,CISSP,Project Management,Business Analyst,Lead,Energy,0.0,0,0.0
Project Management,High School,1.7,"Machine Learning Engineer, Backend Developer",AWS Certified,"Deep Learning, Excel, Docker",Full Stack Developer,Junior,Government,0.0,0,0.0
"Statistics, Kubernetes",PhD,14.3,UX Designer,Google Cloud,"GCP, Docker, Java",QA Engineer,Lead,Tech,0.0,1,8.8
"Excel, JavaScript",Master's,1.9,"Frontend Developer, Data Engineer, QA Engineer",Microsoft Certified,"Azure, Power BI, C++, Deep Learning",DevOps Engineer,Junior,Consulting,0.0,0,0.0
"DevOps, GCP, AWS",Associate's,7.3,Data Engineer,CISSP,"Power BI, Project Management, Cloud Computing, Computer Vision",DevOps Engineer,Mid,Healthcare,0.0,0,0.0
"Power BI, Project Management, Machine Learning, Deep Learning",Associate's,2.5,Project Manager,None,Data Analysis,Frontend Developer,Lead,Government,0.0,0,0.0
"Power BI, Statistics",Master's,12.2,Backend Developer,AWS Certified,"R, Tableau, Data Analysis",Product Manager,Manager,Finance,0.0,1,6.2
"Excel, Project Management, AWS, DevOps",PhD,1.4,"Frontend Developer, Software Engineer",CISSP,DevOps,QA Engineer,Mid,Retail,1.0,1,7.4
"Java, Azure",PhD,1.3,"Product Manager, Machine Learning Engineer",Cisco Certified,"Deep Learning, Power BI, Project Management",Data Scientist,Manager,Retail,0.0,0,0.0
"SQL, Tableau",Associate's,7.6,"Full Stack Developer, UX Designer",PMP,"Deep Learning, Azure, Docker",Frontend Developer,Manager,Manufacturing,0.0,0,0.0
"Power BI, Data Analysis",Bachelor's,3.6,"Full Stack Developer, Backend Developer, Business Analyst",Google Cloud,"AWS, R",Frontend Developer,Senior,Energy,0.0,0,0.0
"R, GCP, Deep Learning",PhD,9.9,"Cloud Architect, Machine Learning Engineer, DevOps Engineer",PMP,"Kubernetes, Computer Vision, Docker",Business Analyst,Junior,Tech,0.0,0,0.0
"JavaScript, Machine Learning, GCP, Tableau",Master's,10.3,"DevOps Engineer, Project Manager",CISSP,DevOps,Software Engineer,Director,Healthcare,0.0,0,0.0
"R, Cloud Computing",Associate's,8.8,"Software Engineer, Data Engineer",CISSP,"Kubernetes, Python",Project Manager,Junior,Retail,0.0,0,0.0
"Computer Vision, Data Analysis, Power BI, Excel, Statistics",Master's,12.5,"Machine Learning Engineer, Cloud Architect",None,Data Analysis,Product Manager,Director,Manufacturing,1.0,1,9.0
"C++, Azure",Master's,10.5,"Software Engineer, Data Engineer",Google Cloud,"Excel, Cloud Computing",Product Manager,Senior,Healthcare,0.0,1,5.3
"AWS, Tableau, Java, Python, Computer Vision",PhD,2.8,"UX Designer, QA Engineer, Data Scientist",Google Cloud,Java,UX Designer,Manager,Consulting,1.0,1,7.0
NLP,Master's,1.2,"UX Designer, Machine Learning Engineer",PMP,"Computer Vision, Excel, C++, JavaScript",Frontend Developer,Junior,Retail,0.0,0,0.0
"C++, GCP",Associate's,11.2,"Data Engineer, Data Scientist",Scrum Master,"NLP, DevOps, Kubernetes, GCP",DevOps Engineer,Junior,Retail,0.25,1,5.6
Excel,Bachelor's,11.1,"QA Engineer, Project Manager",Cisco Certified,"Statistics, Kubernetes, R, Project Management",Data Engineer,Manager,Retail,0.0,0,0.0
"AWS, Machine Learning",Associate's,12.8,"Cloud Architect, Full Stack Developer, Data Scientist",Google Cloud,Kubernetes,Frontend Developer,Junior,Government,0.0,1,6.2
NLP,High School,3.0,"Business Analyst, Backend Developer",PMP,"GCP, Statistics, Tableau, Computer Vision",Project Manager,Senior,Finance,0.0,0,0.0
Deep Learning,Associate's,3.3,"Business Analyst, Full Stack Developer",Microsoft Certified,"Kubernetes, Computer Vision, Deep Learning",Data Scientist,Mid,Education,0.3333333333333333,0,0.0
Cloud Computing,High School,8.7,"Machine Learning Engineer, DevOps Engineer, Project Manager",Microsoft Certified,AWS,Product Manager,Manager,Finance,0.0,0,0.0
"JavaScript, Python, GCP, Docker",PhD,2.3,Product Manager,Scrum Master,"SQL, Excel, Statistics",Project Manager,Junior,Transportation,0.0,0,0.0
"R, Tableau, AWS, Cloud Computing, Power BI",High School,4.4,"Data Scientist, Software Engineer, Frontend Developer",Google Cloud,"Computer Vision, DevOps",DevOps Engineer,Senior,Consulting,0.0,0,0.0
"Project Management, SQL, Deep Learning, JavaScript, Data Analysis",Bachelor's,12.2,"Business Analyst, Product Manager, Data Scientist",PMP,"AWS, NLP",QA Engineer,Manager,Education,0.0,1,5.4
"Project Management, C++, SQL, Azure",PhD,5.0,"UX Designer, Data Scientist, Product Manager",Google Cloud,"Java, NLP, Excel, DevOps",Frontend Developer,Manager,Retail,0.0,0,0.0
"Statistics, Power BI, Deep Learning, NLP",Bachelor's,0.2,Software Engineer,PMP,"C++, Kubernetes",QA Engineer,Senior,Government,0.0,0,0.0
"Azure, Java, SQL, GCP",High School,9.8,"Backend Developer, Software Engineer, QA Engineer",PMP,"Statistics, DevOps, GCP",Cloud Architect,Senior,Manufacturing,0.3333333333333333,0,0.0
"Project Management, JavaScript, Java, Machine Learning",PhD,2.7,"Data Scientist, Frontend Developer",AWS Certified,"Tableau, Java, Docker, Azure",Cloud Architect,Director,Government,0.25,0,0.0
"Deep Learning, Java, Kubernetes, Data Analysis",High School,2.9,UX Designer,CISSP,"Azure, DevOps, AWS, Statistics",Full Stack Developer,Junior,Healthcare,0.0,0,0.0
"AWS, GCP, Deep Learning, Data Analysis, JavaScript",Master's,0.2,"Frontend Developer, Full Stack Developer",CompTIA,"Machine Learning, Docker, Java, Tableau",Machine Learning Engineer,Junior,Retail,0.0,0,0.0
"Deep Learning, Java, Excel, Python",Bachelor's,8.7,Business Analyst,Scrum Master,"Power BI, Cloud Computing",Data Scientist,Director,Transportation,0.0,0,0.0
"Power BI, Statistics, Java, Tableau, Azure",Master's,8.4,"Project Manager, DevOps Engineer, Machine Learning Engineer",Google Cloud,JavaScript,Project Manager,Junior,Government,0.0,0,0.0
"SQL, Data Analysis, Tableau, Azure",Bachelor's,1.4,DevOps Engineer,PMP,JavaScript,Cloud Architect,Mid,Finance,0.0,0,0.0
GCP,Bachelor's,0.8,"Project Manager, Software Engineer",Cisco Certified,"Deep Learning, Project Management, C++, Java",UX Designer,Junior,Education,0.0,0,0.0
"C++, Computer Vision, Java, Deep Learning, Tableau",PhD,7.4,UX Designer,CISSP,"AWS, Deep Learning, JavaScript",UX Designer,Senior,Energy,0.3333333333333333,1,5.7
Python,Master's,11.7,"Data Scientist, Full Stack Developer, Data Engineer",Scrum Master,Cloud Computing,Machine Learning Engineer,Junior,Retail,0.0,1,6.7
"R, Power BI, Project Management, Python, Azure",High School,14.3,Cloud Architect,Microsoft Certified,"Azure, Python, DevOps",Frontend Developer,Lead,Tech,0.6666666666666666,1,8.8
AWS,PhD,1.1,"Software Engineer, Data Engineer, DevOps Engineer",AWS Certified,"Power BI, JavaScript, Machine Learning, Tableau",Project Manager,Junior,Transportation,0.0,0,0.0
"AWS, R, Java, Statistics",Bachelor's,10.6,"Product Manager, UX Designer, Full Stack Developer",Scrum Master,R,Full Stack Developer,Director,Tech,1.0,1,9.6
"Cloud Computing, AWS, GCP, Power BI, Statistics",High School,2.9,"Backend Developer, Product Manager",PMP,"NLP, Cloud Computing, Excel, Java",Data Engineer,Manager,Education,0.25,0,0.0
"NLP, R",Bachelor's,0.5,Data Scientist,Google Cloud,"DevOps, Statistics, Azure",Data Scientist,Manager,Education,0.0,0,0.0
"GCP, SQL, R, NLP, AWS",Bachelor's,5.0,"Backend Developer, Software Engineer",AWS Certified,"SQL, Computer Vision",Software Engineer,Manager,Transportation,0.5,1,8.4
"Docker, DevOps, Statistics",High School,8.6,"Full Stack Developer, Frontend Developer",Google Cloud,Power BI,Business Analyst,Senior,Government,0.0,0,0.0
"R, Excel, Kubernetes, Data Analysis, Statistics",Associate's,9.0,Machine Learning Engineer,Scrum Master,"Kubernetes, C++, GCP",Machine Learning Engineer,Junior,Energy,0.3333333333333333,0,0.0
"Power BI, Tableau, Kubernetes, Cloud Computing, Machine Learning",High School,0.7,"Business Analyst, Cloud Architect, UX Designer",Microsoft Certified,"Machine Learning, Project Management, Azure, Java",Data Engineer,Director,Tech,0.25,0,0.0
Tableau,PhD,13.9,"UX Designer, Business Analyst, Data Scientist",CISSP,"Python, Java",Business Analyst,Director,Tech,0.0,1,3.2
"Deep Learning, Docker, R, Power BI, AWS",High School,0.8,"Software Engineer, Backend Developer, Data Engineer",Cisco Certified,"Computer Vision, NLP, AWS, Data Analysis",Cloud Architect,Senior,Manufacturing,0.25,0,0.0
"R, JavaScript",PhD,3.3,"QA Engineer, UX Designer",CompTIA,"JavaScript, Java, Data Analysis",Data Engineer,Junior,Energy,0.3333333333333333,0,0.0
Deep Learning,Master's,6.5,"Product Manager, Business Analyst, UX Designer",CISSP,"Statistics, Computer Vision, Data Analysis, JavaScript",Business Analyst,Senior,Manufacturing,0.0,0,0.0
"Statistics, Machine Learning, GCP, Computer Vision, Excel",High School,14.2,"Machine Learning Engineer, Project Manager, Backend Developer",Scrum Master,"Azure, Docker, Cloud Computing",Full Stack Developer,Director,Transportation,0.0,0,0.0
Statistics,Master's,14.9,"Cloud Architect, Full Stack Developer, Data Scientist",None,"Deep Learning, Tableau, Azure, Project Management",Data Scientist,Mid,Consulting,0.0,1,6.5
C++,High School,0.0,"DevOps Engineer, QA Engineer, Cloud Architect",Cisco Certified,"GCP, Java, JavaScript, Project Management",Project Manager,Manager,Healthcare,0.0,0,0.0
"Machine Learning, Cloud Computing, Computer Vision, Tableau",PhD,3.4,"Full Stack Developer, QA Engineer",Microsoft Certified,"Cloud Computing, Azure, Power BI, Python",Product Manager,Manager,Government,0.25,1,6.9
"Data Analysis, Machine Learning",Master's,7.5,"Cloud Architect, Software Engineer, UX Designer",Scrum Master,"Machine Learning, Excel, Deep Learning, NLP",Product Manager,Lead,Healthcare,0.25,0,0.0
"NLP, C++, Statistics, Deep Learning, Project Management",Associate's,10.4,"Cloud Architect, Full Stack Developer, UX Designer",Scrum Master,AWS,Backend Developer,Mid,Government,0.0,1,7.0
"R, Data Analysis",High School,9.9,"Data Scientist, Cloud Architect",CompTIA,"Java, NLP, Power BI, SQL",Cloud Architect,Lead,Manufacturing,0.0,0,0.0
"Java, JavaScript, SQL",PhD,3.8,"Frontend Developer, Backend Developer",Cisco Certified,Java,Project Manager,Senior,Energy,1.0,1,8.1
DevOps,PhD,3.0,"DevOps Engineer, UX Designer, Data Engineer",CompTIA,"Kubernetes, Tableau, GCP",Project Manager,Mid,Retail,0.0,0,0.0
"Docker, Excel, Power BI, Deep Learning",Bachelor's,0.2,"Data Engineer, Machine Learning Engineer",Cisco Certified,JavaScript,QA Engineer,Director,Tech,0.0,0,0.0
"Kubernetes, GCP, Deep Learning, Tableau, C++",PhD,12.6,Project Manager,PMP,"GCP, AWS, Kubernetes, Java",Product Manager,Lead,Healthcare,0.5,1,8.3
Kubernetes,PhD,5.7,"Backend Developer, Product Manager",CISSP,Java,Data Engineer,Mid,Manufacturing,0.0,0,0.0
"Kubernetes, R, Statistics",High School,13.0,Machine Learning Engineer,Cisco Certified,"Docker, Python, Machine Learning",Full Stack Developer,Lead,Retail,0.0,1,8.1
"DevOps, R, Docker",Master's,4.9,"Project Manager, QA Engineer, DevOps Engineer",Cisco Certified,"Cloud Computing, Docker, Kubernetes, GCP",Data Engineer,Lead,Manufacturing,0.25,1,5.5
"Data Analysis, Power BI, Azure",High School,11.3,Frontend Developer,CISSP,"Docker, SQL",UX Designer,Manager,Consulting,0.0,0,0.0
"Deep Learning, Tableau, Python",High School,1.0,Full Stack Developer,Cisco Certified,"Python, Docker",QA Engineer,Manager,Tech,0.5,0,0.0
Deep Learning,Associate's,12.2,Project Manager,Microsoft Certified,"R, GCP, NLP",QA Engineer,Junior,Finance,0.0,0,0.0
"Deep Learning, Azure, Kubernetes, Java, Cloud Computing",Associate's,13.4,"UX Designer, Business Analyst, Cloud Architect",CompTIA,"Docker, Project Management, C++",Software Engineer,Junior,Manufacturing,0.0,0,0.0
"Data Analysis, C++, JavaScript, Computer Vision, SQL",High School,4.0,Cloud Architect,Cisco Certified,JavaScript,Product Manager,Director,Retail,1.0,1,8.3
"Data Analysis, Excel, Project Management",Associate's,2.1,"Data Scientist, Data Engineer, Machine Learning Engineer",Scrum Master,"Data Analysis, R, Tableau",Business Analyst,Junior,Tech,0.3333333333333333,1,5.2
"JavaScript, Data Analysis, DevOps",Bachelor's,2.9,"Full Stack Developer, Data Engineer",PMP,"Python, Statistics, Docker, Tableau",Machine Learning Engineer,Manager,Finance,0.0,0,0.0
"DevOps, Excel",PhD,13.0,Backend Developer,CompTIA,"Deep Learning, Kubernetes",Business Analyst,Mid,Retail,0.0,1,4.5
"Azure, AWS, NLP, R, Python",High School,4.3,"Data Scientist, Full Stack Developer",Google Cloud,"Machine Learning, JavaScript",Project Manager,Manager,Finance,0.0,0,0.0
"Machine Learning, Project Management, C++",Master's,3.5,"QA Engineer, DevOps Engineer",Google Cloud,"Kubernetes, Cloud Computing, Tableau",Frontend Developer,Manager,Finance,0.0,0,0.0
"Azure, Computer Vision",Associate's,14.7,Data Scientist,AWS Certified,"DevOps, C++",Machine Learning Engineer,Manager,Government,0.0,0,0.0
"Python, JavaScript, Azure, GCP",Bachelor's,10.1,"Data Scientist, UX Designer",Microsoft Certified,"Machine Learning, Python",Machine Learning Engineer,Manager,Retail,0.5,1,6.3
"C++, AWS, R",Associate's,12.5,UX Designer,PMP,"Data Analysis, SQL, Tableau",Frontend Developer,Manager,Healthcare,0.0,0,0.0
"Azure, Python, Computer Vision",Bachelor's,11.2,"UX Designer, Backend Developer, Business Analyst",Microsoft Certified,"Data Analysis, C++, Statistics, Machine Learning",DevOps Engineer,Senior,Finance,0.0,1,5.4
"Python, Excel, DevOps, Azure",Bachelor's,5.6,Cloud Architect,Cisco Certified,"Python, Power BI, Tableau, DevOps",Project Manager,Director,Consulting,0.5,1,6.0
"NLP, Power BI",Bachelor's,12.9,"Product Manager, Backend Developer, Business Analyst",None,"Excel, DevOps",Full Stack Developer,Manager,Healthcare,0.0,0,0.0
"Power BI, Statistics, C++, Computer Vision",High School,8.8,"DevOps Engineer, UX Designer",Scrum Master,"AWS, Computer Vision, Tableau",UX Designer,Manager,Consulting,0.3333333333333333,1,5.3
"Cloud Computing, NLP",PhD,9.9,"Project Manager, UX Designer, Full Stack Developer",PMP,"Java, Tableau, AWS",Business Analyst,Manager,Tech,0.0,1,6.6
"Tableau, Excel, GCP",High School,4.9,"Backend Developer, Project Manager, Data Engineer",AWS Certified,"GCP, Excel, Power BI, Data Analysis",Project Manager,Junior,Energy,0.5,0,0.0
"Java, Power BI, Tableau",PhD,14.7,"Project Manager, DevOps Engineer, UX Designer",PMP,"Tableau, SQL",Backend Developer,Senior,Energy,0.5,1,8.1
"Project Management, AWS, Azure, Computer Vision, Java",Master's,12.8,"Frontend Developer, Business Analyst",Scrum Master,"Java, Project Management, Machine Learning, Docker",Machine Learning Engineer,Senior,Energy,0.5,1,6.5
"Azure, R",Associate's,2.2,"Business Analyst, Software Engineer, Data Engineer",Cisco Certified,"Data Analysis, Statistics",Cloud Architect,Senior,Healthcare,0.0,0,0.0
C++,High School,3.1,"Data Engineer, QA Engineer",None,"Project Management, Machine Learning, SQL",UX Designer,Director,Finance,0.0,0,0.0
"C++, Project Management, Azure",Associate's,11.2,"Full Stack Developer, Frontend Developer, Product Manager",AWS Certified,"Statistics, Project Management, R, Deep Learning",Full Stack Developer,Mid,Finance,0.25,0,0.0
"DevOps, Java, AWS",Associate's,0.4,"QA Engineer, Full Stack Developer, UX Designer",Cisco Certified,GCP,Software Engineer,Manager,Transportation,0.0,0,0.0
"Kubernetes, Project Management",Master's,5.0,"UX Designer, Software Engineer, Data Engineer",AWS Certified,"SQL, R, Cloud Computing",DevOps Engineer,Lead,Finance,0.0,1,5.1
"AWS, NLP, Kubernetes, Azure, Computer Vision",Associate's,8.0,UX Designer,CISSP,"JavaScript, Tableau, Cloud Computing",QA Engineer,Director,Finance,0.0,0,0.0
"SQL, Statistics",PhD,3.1,"Data Scientist, Frontend Developer, Full Stack Developer",Microsoft Certified,"Azure, Python",Full Stack Developer,Manager,Education,0.0,0,0.0
"Power BI, Project Management, Kubernetes",High School,13.1,"QA Engineer, Business Analyst, Data Engineer",Cisco Certified,"Cloud Computing, AWS",Backend Developer,Mid,Retail,0.0,1,4.5
"Computer Vision, Project Management, SQL, Azure",Master's,13.3,"QA Engineer, Business Analyst, Backend Developer",Cisco Certified,"GCP, Tableau, Docker, Azure",Frontend Developer,Lead,Manufacturing,0.25,1,5.1
"Tableau, Kubernetes, DevOps",PhD,14.4,"Product Manager, Project Manager, Software Engineer",AWS Certified,"Azure, Java, Machine Learning",Data Scientist,Manager,Education,0.0,1,6.5
DevOps,PhD,2.2,Product Manager,AWS Certified,"Tableau, C++",Product Manager,Mid,Education,0.0,0,0.0
"Tableau, AWS",Master's,1.2,"Product Manager, Cloud Architect, Business Analyst",Scrum Master,Kubernetes,UX Designer,Mid,Manufacturing,0.0,0,0.0
"Machine Learning, Cloud Computing, Azure",Master's,8.3,"Business Analyst, QA Engineer, Product Manager",Cisco Certified,Python,Full Stack Developer,Lead,Government,0.0,0,0.0
"Computer Vision, AWS",Associate's,11.9,"Machine Learning Engineer, Product Manager",Google Cloud,"SQL, Java, Data Analysis",Full Stack Developer,Director,Education,0.0,0,0.0
"Kubernetes, Machine Learning, SQL, Power BI",Bachelor's,4.4,"Full Stack Developer, UX Designer",Cisco Certified,"R, Java, Docker",Frontend Developer,Senior,Energy,0.0,0,0.0
"Computer Vision, DevOps, R",PhD,3.6,Full Stack Developer,PMP,"Cloud Computing, SQL, R, Deep Learning",UX Designer,Mid,Retail,0.25,1,6.1
"Project Management, R",PhD,7.8,Project Manager,Microsoft Certified,"Kubernetes, R",Product Manager,Lead,Tech,0.5,1,9.0
"Computer Vision, JavaScript, Python",Bachelor's,7.2,"Full Stack Developer, QA Engineer",CompTIA,SQL,Software Engineer,Director,Consulting,0.0,0,0.0
"C++, Azure",PhD,7.2,Business Analyst,Google Cloud,"C++, AWS, DevOps",Software Engineer,Lead,Transportation,0.3333333333333333,0,0.0
"SQL, Tableau",High School,6.1,Product Manager,AWS Certified,"Project Management, AWS, Data Analysis, Azure",Backend Developer,Mid,Transportation,0.0,0,0.0
"GCP, Java, Tableau",Associate's,10.9,"Full Stack Developer, Business Analyst, Data Scientist",CompTIA,Kubernetes,Product Manager,Lead,Energy,0.0,0,0.0
"Project Management, Python, Data Analysis, DevOps",Associate's,9.2,"UX Designer, Business Analyst, QA Engineer",PMP,"Deep Learning, Azure, Excel, SQL",Data Scientist,Senior,Energy,0.0,1,5.6
"DevOps, Statistics, Docker",High School,7.3,DevOps Engineer,Scrum Master,"Excel, GCP, AWS, C++",Data Engineer,Lead,Healthcare,0.0,0,0.0
Project Management,Bachelor's,10.8,Data Engineer,CompTIA,"C++, Tableau, Docker",UX Designer,Senior,Manufacturing,0.0,0,0.0
"JavaScript, Docker",Master's,3.9,Business Analyst,PMP,Tableau,Software Engineer,Manager,Retail,0.0,0,0.0
"C++, Deep Learning, JavaScript, Data Analysis, Power BI",PhD,13.4,"Backend Developer, Data Engineer",Google Cloud,"Data Analysis, Cloud Computing, DevOps, Project Management",Backend Developer,Mid,Tech,0.25,1,7.7
Statistics,PhD,5.8,Data Engineer,CompTIA,"Project Management, Computer Vision, Azure",Project Manager,Mid,Consulting,0.0,0,0.0
"Python, Computer Vision, Azure, Project Management, Data Analysis",Master's,4.9,"Data Scientist, Backend Developer",PMP,"Data Analysis, Excel, C++, GCP",QA Engineer,Lead,Energy,0.25,1,6.2
"Power BI, GCP",Master's,8.1,"Cloud Architect, Data Engineer, Project Manager",Google Cloud,"Statistics, JavaScript, NLP",Business Analyst,Manager,Transportation,0.0,0,0.0
"Python, JavaScript, C++, DevOps",Bachelor's,4.1,Product Manager,None,"AWS, R, GCP, Machine Learning",Data Engineer,Junior,Retail,0.0,0,0.0
"Java, NLP, SQL",PhD,4.0,"Data Engineer, Data Scientist, UX Designer",None,"Docker, Excel",Business Analyst,Junior,Transportation,0.0,0,0.0
"Docker, DevOps",Master's,1.2,"Data Scientist, Software Engineer",None,"GCP, NLP, Kubernetes",Data Engineer,Senior,Transportation,0.0,0,0.0
Data Analysis,PhD,9.8,"Business Analyst, QA Engineer",Microsoft Certified,Kubernetes,Business Analyst,Mid,Healthcare,0.0,1,6.3
"Statistics, NLP, R, Excel",High School,13.7,"Data Scientist, Full Stack Developer, Machine Learning Engineer",Scrum Master,Python,UX Designer,Junior,Manufacturing,0.0,1,5.3
C++,Master's,10.3,"Product Manager, Business Analyst, Data Engineer",PMP,Machine Learning,UX Designer,Senior,Education,0.0,1,7.8
"Project Management, DevOps",Bachelor's,8.5,"Software Engineer, Data Engineer",None,"Cloud Computing, Python, Statistics",Frontend Developer,Mid,Manufacturing,0.0,0,0.0
"Python, Tableau",Bachelor's,10.7,"Software Engineer, UX Designer, Frontend Developer",Google Cloud,Java,Data Scientist,Lead,Retail,0.0,1,4.7
"Cloud Computing, JavaScript, Power BI, AWS",PhD,14.5,"Project Manager, Backend Developer",Scrum Master,"Excel, Java",UX Designer,Mid,Healthcare,0.0,1,6.4
"AWS, NLP, SQL, Excel, C++",PhD,5.0,"Product Manager, UX Designer",Cisco Certified,"R, Data Analysis, Statistics, Java",UX Designer,Lead,Manufacturing,0.0,0,0.0
Machine Learning,Bachelor's,6.5,Cloud Architect,CISSP,"NLP, Python",Business Analyst,Lead,Finance,0.0,0,0.0
"DevOps, Docker, Machine Learning, GCP, Azure",PhD,4.3,"Business Analyst, Data Scientist, Project Manager",CompTIA,"SQL, Tableau",Software Engineer,Junior,Consulting,0.0,0,0.0
"Machine Learning, AWS, GCP, Deep Learning",Bachelor's,0.3,Project Manager,Google Cloud,SQL,Data Engineer,Lead,Energy,0.0,0,0.0
C++,Associate's,5.2,Cloud Architect,None,"Statistics, R",Software Engineer,Manager,Tech,0.0,0,0.0
"Java, Cloud Computing, Power BI, NLP, Python",Bachelor's,1.1,"Data Engineer, Software Engineer",Scrum Master,Excel,Machine Learning Engineer,Manager,Government,0.0,0,0.0
"NLP, Project Management, R, Excel",Associate's,12.9,"Project Manager, Full Stack Developer",Scrum Master,Power BI,Full Stack Developer,Director,Government,0.0,1,4.1
Python,High School,10.7,Software Engineer,Google Cloud,Azure,DevOps Engineer,Director,Energy,0.0,0,0.0
"Statistics, Data Analysis",High School,4.6,DevOps Engineer,None,"JavaScript, Cloud Computing, Excel, NLP",Frontend Developer,Manager,Finance,0.0,0,0.0
"Data Analysis, Machine Learning, GCP, Computer Vision",High School,4.9,"Software Engineer, Data Scientist",Microsoft Certified,"Computer Vision, Python, Docker",Data Scientist,Junior,Energy,0.3333333333333333,0,0.0
"JavaScript, Statistics, Project Management, R, C++",Master's,8.5,"Frontend Developer, QA Engineer",Scrum Master,Cloud Computing,Data Engineer,Lead,Transportation,0.0,0,0.0
"Data Analysis, Computer Vision, Machine Learning, Tableau, R",Bachelor's,12.0,"Business Analyst, QA Engineer, Software Engineer",CISSP,"Machine Learning, NLP, Java, JavaScript",Project Manager,Manager,Transportation,0.25,1,6.9
"AWS, R, Machine Learning, Project Management, Tableau",Associate's,10.8,Machine Learning Engineer,CISSP,"JavaScript, NLP",Machine Learning Engineer,Junior,Tech,0.0,1,6.2
"Deep Learning, Tableau, Statistics",Associate's,0.4,"Cloud Architect, Machine Learning Engineer, Business Analyst",None,"Cloud Computing, Statistics, GCP",Frontend Developer,Director,Finance,0.3333333333333333,0,0.0
"Computer Vision, GCP, Power BI, Statistics",Associate's,11.8,"Data Engineer, Full Stack Developer",CompTIA,"JavaScript, Power BI, NLP, SQL",Cloud Architect,Manager,Government,0.25,1,3.9
"Tableau, JavaScript, Deep Learning, Java",Bachelor's,13.2,"Data Scientist, Full Stack Developer, Product Manager",Cisco Certified,"SQL, Project Management, Cloud Computing",QA Engineer,Mid,Healthcare,0.0,1,7.9
"SQL, Power BI, Kubernetes, Tableau, Project Management",High School,1.3,Data Scientist,Scrum Master,"SQL, Java, Project Management, JavaScript",Full Stack Developer,Mid,Finance,0.5,0,0.0
"Machine Learning, NLP, SQL",Master's,11.6,"QA Engineer, DevOps Engineer",AWS Certified,"JavaScript, Statistics",Product Manager,Junior,Tech,0.0,0,0.0
"Kubernetes, Cloud Computing",Bachelor's,3.8,Business Analyst,CISSP,"AWS, GCP, Data Analysis",Data Engineer,Director,Energy,0.0,0,0.0
